RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8070,15700654,Liardet,617,Germany,Male,44,9,49157.09,2,1,0,53294.17,0
2101,15804814,Ts'ui,759,France,Male,40,4,0,2,1,0,124615.59,0
5740,15695872,Fiorentini,712,France,Female,30,1,89571.59,1,1,1,1243292.33,0
8613,15780716,Colombo,686,Germany,Male,39,3,129626.19,2,1,1,103220.56,0
5339,15784000,Pope,715,Germany,Female,34,9,102277.52,1,0,0,177852.57,1
8025,15743051,Hamilton,694,France,Male,30,10,144684.03,1,1,1,31805.49,0
9081,15620443,Fiorentino,711,France,Female,81,6,0,2,1,1,72276.24,0
9013,15718406,Marshall,540,France,Male,41,3,0,2,1,0,121098.65,0
3343,15775663,Otitodilichukwu,712,Germany,Male,53,6,134729.99,2,1,1,132702.64,0
4844,15736254,Ch'ang,654,France,Male,29,2,91955.61,1,1,0,,0
6623,15679307,Kazantseva,559,France,Female,43,1,0,1,0,1,86634.3,0
7036,15686461,Sarratt,558,France,Female,56,7,121235.05,2,1,1,813771.7,0
8807,15598940,Achebe,681,Germany,Male,38,6,181804.34,2,1,1,57517.71,0
4670,15751491,Hsiao,443,Germany,Male,50,3,117206.3,1,1,0,42840.18,1
5138,15601594,Ifeanacho,698,France,Female,51,6,144237.91,4,1,0,157143.61,1
5437,15811200,Ts'ao,831,France,Female,34,2,0,2,0,0,165840.94,0
8356,15695301,Matthews,504,Spain,Male,220,4,113522.64,1,1,1,1772.171429,0
1497,15799156,Okwuadigbo,569,Spain,Male,38,8,0,2,0,0,79618.79,0
8204,15588566,Wilkinson,778,Spain,Male,33,5,116474.28,2,1,1,32757.55,0
8462,15758769,Coffey,5000,France,Female,44,7,0,1,1,0,4791.8,0
9146,15621768,Chukwuhaenye,89,Spain,Male,45,6,112994.65,1,0,0,198398.68,0
6369,15693764,Mai,663,Spain,Male,52,0,136298.65,1,1,0,144593.3,1
1181,15570326,Wilkins,621,France,Male,34,6,0,2,1,1,99128.13,0
929,15677135,Lorenzo,520,Germany,Male,61,8,133802.29,2,1,1,90304.01,0
8235,15677796,Becher,766,Germany,Male,47,9,129289.98,1,1,0,169935.46,1
2401,15607827,Nebechukwu,711,Germany,Male,34,4,133467.77,2,1,1,42976.64,0
8824,15578835,Brookes,675,Spain,Female,50,1,133204.91,1,0,1,8270.06,0
6653,15714380,Butcher,827,France,Male,38,5,0,2,0,0,103305.01,0
4027,15606641,Beggs,762,Germany,Male,56,10,100260.88,3,1,1,77142.42,1
5362,15719265,Feng,589,France,Male,46,9,0,2,1,0,170676.67,0
6654,15666559,Gould,608,Germany,Male,23,8,197715.93,2,1,1,116124.28,0
1501,15590146,Mao,630,France,Male,50,1,81947.76,1,0,1,63606.22,1
19,15661507,Muldrow,587,Spain,Male,45,6,0,1,0,0,158684.81,0
5032,15680517,Sal,769,Germany,Female,34,7,137239.17,1,1,1,71379.92,1
5826,15753888,Johnston,607,Spain,Female,62,8,108004.64,1,1,1,23386.77,1
8781,15669782,Chu,820,Germany,Male,39,9,111336.89,1,1,0,16770.31,1
7794,15798885,Burns,585,France,Male,56,4,138227.19,2,1,1,55287.84,0
5578,15726087,Ch'in,592,France,Female,62,5,0,1,1,1,100941.57,0
3472,15743582,T'ang,79,France,Female,27,3,107375.82,1,1,1,62703.38,0
2274,15679299,Shen,726,Spain,Female,27,7,123826.07,1,0,1,78970.58,0
1578,15576714,Manna,687,Spain,Female,21,8,0,2,1,1,154767.34,0
1329,15574331,Alexeeva,593,Germany,Female,62,3,118233.81,1,0,1,24765.53,1
9473,15579345,Murphy,,Germany,Female,74,0,161371.5,1,1,1,134869.93,0
7528,15611409,Sun,676,Spain,Male,35,0,0,2,0,0,139911.58,0
4693,15787848,Chinedum,602,Spain,Male,30,9,113672.18,2,0,0,102135.92,0
7810,15780989,Hajek,579,Spain,Male,43,2,145843.82,1,1,1,198402.37,1
6198,15645200,Chiang,581,Germany,Female,54,2,152508.99,1,1,0,187597.98,1
9347,15805681,Chamberlain,89.5,France,Male,41,9,0,1,1,1,113267.48,0
2218,15610337,Stephens,666,Spain,Male,35,2,104832.49,1,1,0,175015.12,0
9777,15700714,Hollis,747,France,Male,29,7,0,2,1,1,141706.43,0
2690,15636999,Mao,414,France,Male,38,8,0,1,0,1,11094.44571,1
3979,15669490,Ifeanacho,837,Germany,Male,37,6,94001.61,2,1,0,140723.05,0
5801,15610379,Barclay-Harvey,599,France,Male,30,9,105443.68,1,1,1,121124.53,0
6728,15610416,Christie,745,France,Female,36,9,0,1,1,0,19605.18,1
2383,15693259,Wallace,676,France,Male,30,1,128207.23,1,1,1,55400.17,0
4254,15599869,Dyson,728,Spain,Female,29,1,0,1,1,1,11865.17429,0
2737,15618225,Porter,741,Germany,Male,36,8,116993.43,2,1,0,168816.22,0
995,15623521,Sozonov,838,Spain,Male,43,9,123105.88,2,1,0,145765.83,0
2499,15648735,Cashin,718,France,Male,37,8,0,2,1,1,142.81,0
5486,15753837,Young,573,Spain,Male,38,4,0,2,1,1,196517.43,0
3050,15576219,Cameron,615,France,Male,32,4,0,2,1,1,6225.63,0
5773,15663168,MacDonald,665,France,Male,35,8,110934.54,1,1,0,169287.99,0
279,15683562,Allen,646,France,Male,35,6,84026.86,1,0,1,164255.69,0
229,15637753,O'Sullivan,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1
9532,15717010,Yu,741,France,Female,60,5,0,1,1,1,38914.51,0
5107,15682995,Azuka,600,France,Female,32,1,78535.25,1,1,0,64349.6,0
9217,15701364,Doherty,724,France,Male,30,10,0,2,1,1,54265.55,0
8450,15625716,Genovesi,637,France,Female,33,9,113913.53,1,0,1,,0
8345,15712813,Nevzorova,520,Germany,Male,43,3,150805.17,3,0,1,25333.03,1
1741,15672132,Butusov,695,France,Female,42,7,121453.63,1,0,0,46374.64,0
8874,15810839,Rogers,610,France,Male,34,0,103108.17,1,0,0,125646.82,0
7315,15686670,Duke,588,France,Female,36,2,0,2,1,0,92536,1
4500,15773322,Obiajulu,536,Germany,Female,44,4,121898.82,1,0,0,131007.18,0
4058,15769272,Clark,510,France,Female,26,6,136214.08,1,0,0,159742.33,0
6588,15705313,Stange,88.375,France,Female,33,2,58036.33,1,1,1,83335.78,0
8179,15809654,Hsia,707,France,Female,46,7,127476.73,2,1,1,146011.55,0
2941,15772798,Chikezie,711,Spain,Female,28,5,0,2,1,1,93959.96,0
9145,15731463,Gboliwe,818,Germany,Male,43,10,105301.5,1,1,1,78941.59,0
2796,15665110,Helena,515,France,Female,25,7,79543.59,1,0,1,38772.82,0
3333,15720508,Hsing,735,France,Male,31,3,119558.35,1,0,0,72927.68,0
8635,15656141,Ts'ao,741,France,Male,39,5,0,1,0,1,40207.06,0
3267,15779744,Chou,537,Spain,Male,30,1,103138.17,1,1,1,13793.63143,0
7246,15763579,Castro,702,Germany,Female,36,2,105264.88,2,1,1,52909.87,0
947,15745324,Milani,599,Spain,Female,39,4,0,1,1,0,194273.2,1
3105,15654230,Miller,526,Germany,Male,31,5,145537.21,1,1,0,132404.64,0
91,15757535,Heap,647,Spain,Female,44,5,0,3,1,1,174205.22,1
8300,15792473,Reilly,,Germany,Female,50,5,88379.81,3,0,1,64157.24,1
7722,15677955,Tsui,,Germany,Male,33,1,122088.67,1,1,0,42581.09,0
278,15767339,Chiazagomekpere,777,France,Female,53,10,0,2,1,0,189992.97,0
9339,15691543,Lennox,558,Germany,Male,58,2,142537.18,1,1,1,88791.83,0
4249,15703292,Chimezie,573,France,Male,26,8,86270.93,2,1,1,90177.3,0
5148,15719624,Hodgson,669,France,Female,38,9,121858.98,1,1,0,130755.34,0
1039,15581479,Archer,523,France,Male,30,1,83181.29,1,1,1,138176.78,0
9326,15786389,Chuang,635,Spain,Female,41,10,0,2,1,1,61994.2,0
4376,15616555,Fu,850,Germany,Male,41,8,60880.68,1,1,0,31825.84,0
9747,15782550,Ma,490,Germany,Female,41,0,139659.04,1,1,1,176254.12,0
8472,15612478,Somadina,525,France,Male,51,10,0,3,1,0,171045.35,1
9440,15692226,Onwumelu,705,France,Female,31,3,142905.51,1,1,1,58134.97,0
5207,15632826,Tardent,493,France,Male,38,3,134006.77,1,1,0,89578.32,0
4851,15593094,Goddard,516,France,Male,27,9,0,1,1,0,142680.64,1
1332,15575417,Chou,849,Germany,Male,37,7,143452.74,2,1,1,17294.12,0
9701,15797149,Lloyd,563,Spain,Female,36,4,143680.47,2,1,1,63531.19,0
4644,15672594,Stevenson,597,France,Female,60,0,131778.08,1,0,0,10703.53,1
5921,15640648,Howe,698,France,Male,36,6,0,2,0,1,19231.98,0
2652,15604544,Manfrin,850,Germany,Male,200,4,166082.15,2,0,1,6343.738571,0
501,15727688,Chizuoke,555,Spain,Male,32,4,0,2,1,1,54405.79,0
7308,15782159,Ndubuagha,850,France,Male,28,8,67639.56,2,1,1,194245.29,0
9567,15743193,Olson,644,France,Male,37,6,117271.8,2,1,0,104217.96,1
3469,15769586,Horan,820,France,Female,49,1,0,2,1,1,119087.25,0
6898,15650488,Bromley,492,France,Female,48,6,127253.98,1,1,1,92144.09,1
848,15586959,Unaipon,468,France,Female,42,5,0,2,1,0,125305.34,0
4819,15588587,Stetson,752,France,Female,36,1,86837.95,1,1,1,105280.55,0
3952,15619972,Akabueze,807,France,Female,47,9,167664.83,1,0,0,125440.11,1
380,15629677,Distefano,687,Spain,Female,39,2,0,3,0,0,188150.6,1
588,15680998,Nwankwo,725,France,Male,44,5,0,1,1,1,117356.14,0
6478,15702464,Ross,549,France,Female,34,4,0,2,0,0,139463.57,0
3099,15628523,Chien,539,France,Female,24,3,0,2,1,1,198161.07,0
7780,15699225,Pirozzi,757,France,Male,46,0,0,2,1,0,37460.05,0
4476,15578435,Langlands,640,France,Male,40,8,110340.68,1,1,1,157886.6,0
5000,15710408,Cunningham,584,Spain,Female,38,3,0,2,1,1,4525.4,0
455,15726631,Hilton,758,France,Female,39,6,127357.76,1,0,1,56577,0
7812,15687852,Vinogradoff,611,France,Male,30,2,104145.65,1,0,0,159629.64,0
5846,15654300,Mao,530,Germany,Male,33,9,75242.28,1,0,1,101694.67,0
5267,15784700,Chikelu,811,France,Male,31,7,117799.28,1,1,1,182372.35,0
4541,15613017,McMillan,586,Germany,Male,32,1,149814.54,1,1,0,,0
2244,15780038,Paterson,756,Spain,Male,38,6,119208.85,1,1,0,169763.89,1
4750,15683027,Chang,71.25,Germany,Male,29,4,122028.65,2,1,1,173792.77,0
3499,15694253,Palerma,686,France,Female,41,7,152105.57,2,0,1,132374.41,0
8512,15770091,Edwards,643,Germany,Male,28,9,160858.13,2,1,0,27149.27,0
5598,15815552,Ferguson,670,France,Female,42,6,112333.63,1,1,1,9386.694286,0
3008,15697997,Jamieson,602,France,Male,33,5,164704.38,1,0,1,180716.1,1
6440,15583371,Artemiev,632,Spain,Male,37,1,138207.08,1,1,0,60778.11,1
6305,15653455,Smith,648,France,Female,38,2,0,2,0,1,9551.49,0
504,15730059,Udobata,638,Spain,Male,44,9,77637.35,2,1,1,111346.22,0
1631,15634950,Obiajulu,657,Germany,Male,57,8,107174.58,1,1,1,126369.55,1
1205,15650098,Baranova,630,France,Female,40,7,0,2,1,1,34453.17,0
4415,15657321,Arkwookerum,712,Germany,Male,27,8,113174.21,2,1,0,147261.58,0
6658,15780056,Reid,660,Spain,Male,33,4,0,1,1,0,29664.45,0
4404,15616859,Bonwick,602,Germany,Female,43,2,113641.49,4,1,0,115116.35,1
6973,15706232,Niu,595,France,Male,52,9,0,1,1,1,106340.66,1
6066,15674720,Smith,691,Germany,Female,37,7,123067.63,1,1,1,98162.44,1
5394,15763327,Craig,835,France,Male,32,8,124993.29,2,1,1,27548.06,0
8263,15772503,Burns,737,France,Female,33,4,0,2,1,0,115115.32,0
626,15604119,Alderete,850,Spain,Male,35,7,110349.82,1,0,0,126355.8,0
1807,15683471,Hansen,691,France,Male,38,7,0,2,0,0,81617.4,0
5280,15731330,Tsui,652,Spain,Female,40,7,100471.34,1,1,1,124550.88,0
6533,15732299,Boniwell,756,France,Male,67,4,0,3,1,1,93081.87,0
8776,15812720,Hooker,807,Germany,Male,37,10,130110.45,2,0,1,172097.95,0
1466,15753566,Espinosa,806,France,Female,32,3,63763.49,1,1,0,156593.09,0
6077,15721019,Jones,687,France,Female,24,3,110495.27,1,1,0,158615.41,0
1296,15737748,McWilliam,534,Spain,Female,33,3,151233.62,1,0,0,199336.63,0
7430,15644878,Hill,685,Spain,Female,43,6,117302.62,1,0,0,68701.73,0
1433,15687959,Landman,4584,Spain,Female,44,4,0,1,1,1,94862.93,0
5178,15588449,Chuang,591,Spain,Female,27,5,107812.67,1,0,1,162501.83,1
1985,15737605,Morris,531,Spain,Female,45,1,126495.57,2,1,1,164741.5,0
7361,15591035,Macleod,80.5,Spain,Male,54,6,0,1,0,1,84622.37,0
557,15705515,Lazarev,587,Germany,Male,40,5,138241.9,2,1,0,159418.1,0
2518,15577064,Onyekaozulu,592,Germany,Male,36,2,104702.65,2,1,0,107948.72,0
1713,15744983,Burgmann,712,Spain,Male,47,1,139887.01,1,1,1,95719.73,0
7735,15722473,Faulkner,713,France,Male,41,3,0,2,1,0,55772.04,0
5809,15694556,Nkemakolam,5472,France,Male,60,2,116563.58,1,1,0,120257.7,1
8341,15695197,Tochukwu,553,Germany,Female,25,7,128524.19,2,1,0,20682.46,0
1109,15678886,Golubev,679,Germany,Male,38,7,110555.37,2,1,0,46522.68,0
3278,15749381,Yu,790,France,Female,41,2,126619.27,1,1,0,198224.38,0
7959,15802483,Hancock,686,France,Male,34,6,146178.13,2,1,1,88837.11,0
5170,15775430,Tsou,651,Germany,Male,31,7,138008.06,2,1,0,129912.74,0
4331,15666652,Anayolisa,781,France,Female,19,3,0,2,1,1,124297.32,0
8664,15736578,Hamilton,67.375,France,Male,39,1,0,1,1,1,28184.7,0
4578,15703979,Evans,580,Germany,Male,39,3,119688.81,1,1,0,137041.26,0
7371,15726167,Scott,655,France,Male,37,4,0,2,1,1,142415.97,0
1597,15765520,Stevenson,769,Germany,Male,27,7,188614.07,1,1,0,171344.09,0
1261,15743532,Ball,704,Germany,Male,27,5,147004.34,1,1,0,64381.33,1
3311,15746076,Saunders,506,Spain,Male,50,3,0,2,1,0,12016.79,0
2363,15791053,Lucciano,709,Germany,Male,45,4,122917.71,1,1,1,11.58,1
7274,15671582,John,660,Spain,Male,38,6,109869.32,1,1,1,154641.91,0
8372,15661034,Ngozichukwuka,813,Germany,Female,29,5,106059.4,1,0,0,187976.88,1
6122,15607629,Hollis,679,France,Male,48,8,0,2,1,0,23344.94,0
47,15602280,Martin,829,Germany,Female,27,9,112045.67,1,1,1,119708.21,1
3948,15719950,Sutherland,682,France,Male,61,10,73688.2,1,1,1,172141.33,0
2849,15713608,Tuan,850,France,Female,41,5,0,2,1,1,34827.43,0
8871,15789560,Clark,668,France,Male,42,8,187534.79,1,1,1,32900.41,1
399,15762218,Mills,701,France,Female,39,9,0,2,0,1,145894.9,0
2062,15710295,Patrick,445,Germany,Female,38,6,119413.62,2,1,0,175756.36,0
778,15628936,Archer,692,Spain,Male,28,9,118945.09,1,0,0,16064.25,1
1808,15605037,Ting,818,France,Female,49,2,0,1,0,1,192298.84,1
8974,15739271,Lei,582,Germany,Male,33,2,122394,1,1,1,,0
6464,15637411,Tochukwu,749,France,Male,30,1,0,2,0,1,126551.65,0
591,15788291,Okwuadigbo,713,Germany,Female,38,7,144606.22,1,1,1,56594.36,1
7162,15775235,Ku,690,France,Female,36,6,110480.48,1,0,0,81292.33,0
2262,15681402,Ngozichukwuka,763,Germany,Female,61,1,66101.89,1,1,1,143981.27,0
7616,15611682,Rossi,590,Spain,Male,37,6,169902.92,1,1,1,128256.18,0
445,15787470,Parkinson,553,Spain,Male,47,3,116528.15,1,0,0,145704.19,1
9644,15709354,Tudawali,521,France,Female,41,2,0,2,1,1,113089.43,0
4870,15781272,Coles,669,France,Male,50,4,149713.61,3,1,1,124872.42,1
319,15677512,McEncroe,628,Spain,Female,22,3,0,1,1,0,85426.28,0
6287,15805884,Archer,637,France,Female,41,9,0,2,1,0,145477.36,0
4553,15655648,Bock,610,France,Female,25,2,0,2,1,0,123723.83,0
346,15763859,Brown,840,France,Female,43,7,0,2,1,0,90908.95,0
9022,15712199,Ijendu,655,Germany,Female,12.2,2,183997.7,2,1,1,161217.18,0
4305,15770576,Hammond,555,Spain,Male,50,7,128061,2,1,1,62375.1,0
4038,15807563,Ch'iu,841,France,Female,52,5,0,1,0,0,183239.71,1
3190,15596522,Meredith,692,France,Female,42,2,0,2,1,0,145222.93,0
6860,15811927,Marcelo,733,France,Female,38,3,157658.36,1,0,0,19658.43,0
7147,15646594,Ali,749,France,Male,41,5,57568.94,1,1,1,61128.29,0
3483,15677377,Lawrence,543,Spain,Male,37,3,0,2,1,1,78915.68,0
5224,15624695,Otitodilinna,662,Spain,Female,72,7,140301.72,1,0,1,179258.67,0
1519,15634375,Duncan,710,Spain,Female,36,8,0,2,0,0,83206.19,0
6387,15584090,Jen,621,Spain,Female,40,7,0,2,0,1,131283.6,1
6173,15656822,Day,568,Germany,Male,43,5,87612.64,4,1,1,107155.4,1
886,15721935,Kincaid,,France,Male,25,7,0,2,1,1,157878.67,0
9807,15648272,Medvedeva,658,Spain,Male,,9,71829.34,1,1,1,68141.92,0
3896,15664734,T'ao,673,Germany,Female,25,3,108244.82,2,1,1,103573.96,0
788,15694366,Hou,714,Germany,Male,42,2,177640.09,1,0,1,47166.55,0
2788,15700487,Osonduagwuike,6440,France,Male,46,6,118022.06,3,1,0,162643.15,1
879,15656333,Jen,574,France,Female,33,3,134348.57,1,1,0,63163.99,0
3652,15628999,Townsend,732,France,Male,395,10,61811.23,1,1,1,104222.8,0
5342,15654025,Jones,646,France,Female,51,4,101629.3,1,0,0,130541.1,0
5629,15665168,Calabrese,681,Germany,Female,44,3,105206.7,2,1,1,163558.36,0
7632,15793896,John,677,Spain,Male,40,7,95312.8,1,1,1,62944.75,0
4898,15723851,Mazzanti,699,Spain,Male,40,2,0,1,1,0,78387.32,0
1229,15578515,Osinachi,659,France,Female,38,3,0,2,1,0,158553.1,0
5676,15757897,Binder,766,France,Female,26,3,104258.8,1,1,1,428.23,0
6227,15792305,Mountgarrett,762,Germany,Male,46,6,123571.77,3,0,1,57014.17,1
4795,15575498,Gould,705,France,Female,39,5,149379.66,2,1,0,96075.55,0
176,15755209,Fu,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0
5792,15730044,Greco,809,Germany,Female,42,6,64497.94,3,0,1,,1
892,15780140,Bellucci,435,Germany,Male,32,2,57017.06,2,1,1,5907.11,0
7451,15679801,Hsueh,712,Spain,Female,39,5,163097.55,2,1,1,23702.42,0
4137,15757952,Teng,651,France,Male,44,2,0,3,1,0,102530.35,1
9826,15701936,Bell,467,Germany,Male,28,10,126315.26,1,1,0,,1
5940,15709861,He,766,Germany,Male,30,4,127786.28,2,1,1,28879.3,0
2580,15597896,Ozoemena,365,Germany,Male,30,0,127760.07,1,1,0,81537.85,1
5475,15696277,Hs?,651,France,Female,34,9,0,2,1,0,138113.71,0
2734,15641480,Sinnett,571,France,Male,32,5,131354.25,1,1,0,125256.53,0
4519,15642991,Tung,850,Spain,Female,29,7,0,2,1,0,23237.25,0
4691,15681990,Palmerston,62.125,Germany,Male,24,6,111769.14,2,1,0,55859.27,0
9723,15696588,Lung,679,France,Female,36,3,0,2,1,1,2243.41,0
8425,15775703,Lo,5616,France,Male,26,2,71281.29,1,1,1,108747.12,1
3860,15694450,Bianchi,677,France,Male,42,5,99580.13,1,1,0,21007.96,0
2408,15579130,Chidiegwu,708,Germany,Female,43,0,118994.84,1,1,0,181499.77,1
2980,15668385,Dellucci,80.25,France,Male,8,1,154863.15,1,1,1,138052.51,0
8092,15715510,Eluemuno,768,France,Male,29,2,95984.69,2,1,1,73686.75,0
4364,15637110,McCulloch,634,Spain,Female,35,10,0,1,1,0,82634.41,0
2407,15725039,McIntyre,702,Spain,Male,32,8,71667.74,1,1,1,126082.18,0
4919,15796074,Bruno,717,France,Female,36,2,99472.76,2,1,0,94274.72,1
2010,15732917,Li,729,Germany,Male,46,5,117837.43,1,1,0,104016.61,1
9316,15653110,Chan,,France,Male,42,8,133767.19,1,1,0,36405.21,0
8658,15684316,Udokamma,532,France,Male,43,9,0,2,0,0,190573.91,1
5532,15696744,Miller,705,France,Female,31,3,119794.67,1,0,0,182528.44,0
3869,15585490,Nkemdilim,746,France,Female,34,4,0,1,0,1,65166.6,0
4913,15792228,Onwumelu,5984,France,Male,60,0,152335.7,1,1,0,126743.33,1
1441,15796334,Chukwualuka,558,Germany,Male,39,10,144757.02,1,1,0,22878.16,1
4923,15751203,Cattaneo,702,France,Male,26,5,56738.47,2,1,1,100442.22,1
6235,15654274,Corrie,540,France,Male,37,6,0,2,1,0,141998.89,0
3739,15813697,Onyekaozulu,498,Germany,Female,44,2,120702.67,2,1,1,98175.74,0
6652,15803941,Seleznev,600,France,Male,46,10,95502.21,1,0,0,19842.18,0
8544,15702601,Wyatt,680,Germany,Male,30,4,108300.27,2,0,1,310691.99,1
6039,15700964,Pollard,,Germany,Female,27,7,104848.68,1,1,1,167387.36,0
8804,15741181,Ndubuagha,721,France,Male,41,6,135071.12,1,1,1,9211.035714,0
906,15675964,Chukwukadibia,672,France,Female,45,9,0,1,1,1,92027.69,1
5220,15625819,Arnold,78.125,France,Female,190,7,0,1,1,0,164804.02,0
7398,15744044,Fiorentini,572,Germany,Male,47,4,99353.42,1,1,0,196549.85,1
7631,15748986,Bischof,705,Germany,Male,42,8,166685.92,2,1,1,55313.51,0
6532,15675231,Nwankwo,518,France,Female,45,8,0,2,1,1,36193.07,0
5508,15575759,Bentley,583,Spain,Female,40,3,54428.37,1,1,0,109638.78,1
3010,15660200,Mai,551,France,Male,31,1,0,2,1,1,185105.44,0
3092,15662901,Hu,656,France,Male,37,2,0,2,0,1,67840.81,0
4742,15605020,Schofield,651,France,Male,45,2,165901.59,2,1,0,23054.51,1
4589,15761720,Mead,422,France,Male,41,6,153238.88,1,1,0,11663.09,0
3565,15803121,Chia,847,France,Male,51,5,97565.74,1,0,0,144184.06,1
2425,15782941,Chijindum,573,France,Male,31,2,0,2,1,1,91957.39,0
5584,15620579,Dunn,695,Spain,Female,31,8,0,2,0,1,131644.41,0
9301,15591628,Davies,701,Germany,Male,41,9,164046.1,1,1,0,49405.93,0
8167,15769783,Allan,542,Spain,Male,37,8,0,1,1,1,807.06,0
3587,15652626,Grave,826,France,Male,55,4,115285.85,1,1,0,140126.17,0
632,15811762,Pickering,72.875,Germany,Female,54,6,115988.86,1,1,0,57553.98,1
3602,15747208,Watt,608,France,Male,50,6,0,1,1,0,93568.77,1
5378,15672437,Buccho,642,France,Male,72,1,160541,2,1,1,142223.94,0
7202,15664615,Nnachetam,689,Germany,Female,30,5,136650.89,1,1,1,41865.72,1
1602,15594404,Bevan,834,France,Female,49,8,160602.25,2,1,0,129273.94,0
8542,15724181,Hudson,647,Spain,Male,47,5,105603.21,2,1,1,157360.9,0
8927,15709136,Adams,620,France,Male,28,8,0,2,1,1,199909.32,0
959,15619529,Ndukaku,531,Spain,Male,27,8,132576.25,1,0,0,7222.92,0
5139,15589969,Capon,850,France,Male,34,6,0,1,0,1,52796.31,0
6537,15756743,Howells,625,France,Female,37,7,115895.42,1,1,0,48486.25,0
615,15660271,Duncan,688,Germany,Male,26,8,146133.39,1,1,1,175296.76,0
9717,15706458,Pan,812,Germany,Male,39,5,115730.71,3,1,1,185599.34,1
5303,15636700,Marsh,87.625,France,Male,39,9,140236.98,1,0,1,146651.99,0
9380,15626042,Webb,690,Spain,Female,26,2,0,2,1,1,93255.85,0
4929,15771857,Philipp,513,Spain,Male,39,7,89039.9,2,1,1,146738.83,0
1703,15713644,Marshall,686,Spain,Male,22,5,0,2,1,0,158974.45,0
677,15607040,P'an,593,Spain,Female,38,4,88736.44,2,1,0,67020.03,0
9959,15657771,Ts'ui,537,France,Male,37,6,0,1,1,1,17802.42,0
8159,15744127,Kosovich,641,France,Female,37,2,0,2,1,0,3939.87,0
9028,15686718,Hung,802,Germany,Male,37,9,115569.21,1,0,1,119782.89,0
705,15808621,Mordvinova,659,Germany,Male,36,2,76190.48,2,1,1,149066.14,0
8641,15611365,Fanucci,730,France,Female,32,9,127661.69,1,0,0,60905.51,0
3006,15789863,Kazakova,683,France,Male,39,4,0,2,1,0,171716.81,0
6120,15764293,Konovalova,490,France,Male,33,1,0,2,1,1,80792.83,0
3255,15778368,Allan,552,Germany,Male,50,4,121175.56,1,1,0,117505.07,1
407,15578045,Mitchell,538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1
426,15784597,Lattimore,648,France,Male,26,9,162923.85,1,1,0,98368.24,0
1701,15642833,Akubundu,608,France,Female,30,8,0,2,1,0,128875.86,0
9254,15667321,Cocci,644,Spain,Male,49,10,0,2,1,1,145089.64,0
4565,15669204,Grant,650,Germany,Male,23,4,93911.3,2,1,0,69055.45,0
660,15603065,Grubb,751,France,Female,30,6,0,2,1,0,15766.1,0
9087,15743545,Nworie,647,Spain,Female,29,2,0,2,1,0,179032.68,0
2853,15771483,Arnold,609,France,Male,40,6,0,2,1,1,97416.34,0
1819,15800517,Huang,633,Spain,Male,32,5,163340.12,2,1,1,74415.2,0
6730,15619608,Ojiofor,454,Germany,Female,50,10,92895.56,1,1,0,154344,1
957,15631681,Jibunoh,807,Spain,Female,43,0,0,2,0,1,85523.24,0
8339,15792453,More,602,Spain,Female,42,1,138912.17,1,1,1,139494.75,0
6262,15595162,Cattaneo,708,Spain,Female,35,8,122570.69,1,0,0,199005.88,0
8486,15724269,Yao,670,France,Male,25,7,0,2,1,1,144723.38,0
2356,15710366,Hamilton,569,Spain,Female,42,1,0,1,1,1,83629.6,1
3282,15707634,Anenechukwu,775,France,Female,32,2,108698.96,2,1,1,161069.73,0
3117,15666675,Hsieh,753,France,Female,39,7,155062.8,1,1,1,16460.77,0
4418,15697270,Gannon,608,Spain,Male,27,4,153325.1,1,1,1,199953.33,0
7721,15700693,Tu,693,France,Male,68,2,0,2,1,1,59864.96,0
1049,15645103,Su,812,Germany,Male,25,5,54817.55,1,1,0,131660.31,0
5582,15812850,Stradford,494,Spain,Male,67,5,0,2,1,1,85890.16,0
3071,15794661,Liu,674,Spain,Male,32,2,0,2,1,0,140579.17,0
3521,15569248,Milanesi,554,France,Female,43,10,0,2,1,0,149629.13,1
2397,15732476,Ifeanyichukwu,600,France,Female,27,3,0,2,0,1,125698.97,0
9689,15730579,Ward,850,France,Male,68,5,169445.4,1,1,1,186335.07,0
9771,15659327,Moffitt,520,France,Male,49,5,121197.64,1,1,0,72577.33,1
112,15665790,Rowntree,538,Germany,Male,195,7,108055.1,2,1,0,27231.26,0
2612,15746564,O'Sullivan,566,France,Male,42,3,108010.78,1,1,1,157486.1,0
9177,15610433,Kwemto,573,France,Male,35,9,0,2,1,0,11743.89,0
9736,15768495,Chidimma,700,France,Female,32,8,110923.15,2,1,1,161845.81,1
7363,15605872,Felix,707,France,Male,73,6,66573.17,1,1,1,62768.8,0
8394,15752507,K?,769,Germany,Male,60,9,148846.39,1,1,0,192831.67,1
7655,15641007,Holden,614,France,Female,38,4,72594,1,1,1,76042.48,0
2184,15730735,Henning,713,France,Male,38,9,72286.84,2,1,1,26136.89,0
4111,15801630,Yen,558,France,Male,40,6,0,2,1,0,173844.89,0
6272,15620756,Stokes,747,France,Male,49,6,202904.64,1,1,1,2471.245714,1
3382,15629511,Lavrentiev,738,France,Male,49,6,106770.82,1,1,0,123499.27,0
